iter	Passed	Remaining
845	1877	341
846	1878	339
847	1880	337
848	1881	334
849	1883	332
850	1886	330
851	1888	328
852	1890	325
853	1891	323
854	1893	321
855	1894	318
856	1897	316
857	1901	314
858	1903	312
859	1904	310
860	1905	307
861	1907	305
862	1909	303
863	1913	301
864	1914	298
865	1916	296
866	1917	294
867	1919	291
868	1920	289
869	1924	287
870	1925	285
871	1927	282
872	1928	280
873	1930	278
874	1931	275
875	1935	274
876	1938	271
877	1939	269
878	1941	267
879	1942	264
880	1944	262
881	1947	260
882	1950	258
883	1952	256
884	1953	253
885	1955	251
886	1956	249
887	1958	246
888	1962	244
889	1963	242
890	1965	240
891	1967	238
892	1969	235
893	1971	233
894	1973	231
895	1975	229
896	1976	226
897	1977	224
898	1979	222
899	1982	220
900	1984	218
901	1986	215
902	1987	213
903	1989	211
904	1990	208
905	1993	206
906	1996	204
907	1997	202
908	1999	200
909	2001	197
910	2002	195
911	2004	193
912	2006	191
913	2008	189
914	2010	186
915	2011	184
916	2013	182
917	2015	180
918	2018	177
919	2020	175
920	2051	176
921	2053	173
922	2055	171
923	2057	169
924	2059	167
925	2064	164
926	2066	162
927	2068	160
928	2071	158
929	2073	156
930	2074	153
931	2076	151
932	2080	149
933	2082	147
934	2083	144
935	2089	142
936	2091	140
937	2092	138
938	2094	136
939	2096	133
940	2097	131
941	2099	129
942	2100	126
943	2102	124
944	2107	122
945	2109	120
946	2111	118
947	2112	115
948	2113	113
949	2115	111
950	2118	109
951	2121	106
952	2122	104
953	2124	102
954	2125	100
955	2126	97
956	2128	95
957	2132	93
958	2133	91
959	2135	88
960	2136	86
961	2138	84
962	2139	82
963	2144	80
964	2146	77
965	2147	75
966	2149	73
967	2150	71
968	2153	68
969	2156	66
970	2158	64
971	2159	62
972	2161	59
973	2162	57
974	2164	55
975	2165	53
976	2170	51
977	2171	48
978	2173	46
979	2174	44
980	2176	42
981	2178	39
982	2182	37
983	2183	35
984	2186	33
985	2187	31
986	2193	28
987	2194	26
988	2196	24
989	2198	22
990	2199	19
991	2201	17
992	2205	15
993	2206	13
994	2208	11
995	2209	8
996	2211	6
997	2212	4
998	2214	2
999	2217	0
